"SECCIO_CENSAL","HOMES","DONES","EDAT_0_A_14","EDAT_15_A_24","EDAT_25_A_64","EDAT_65_A_MES","NACIONALS","COMUNITARIS","ESTRANGERS","DATA_DADES"
"01001","663","608","156","106","816","193","696","134","441","04-09-2022 10:00:05"
"01002","678","629","119","148","851","189","553","170","584","04-09-2022 10:00:05"
"01003","1885","1597","721","446","1940","375","1900","227","1355","04-09-2022 10:00:05"
"01004","1547","1314","347","314","1906","294","1492","306","1063","04-09-2022 10:00:05"
"01005","1218","1061","279","271","1438","291","1201","294","784","04-09-2022 10:00:05"
"01006","853","712","182","171","1021","191","696","206","663","04-09-2022 10:00:05"
"01007","1106","787","279","199","1272","143","870","189","834","04-09-2022 10:00:05"
"01008","1801","1324","487","332","1940","366","1340","234","1551","04-09-2022 10:00:05"
"01009","1162","1000","333","201","1392","236","1096","181","885","04-09-2022 10:00:05"
"01010","1241","1068","344","274","1494","197","996","163","1150","04-09-2022 10:00:05"
"01011","1640","1404","438","322","2034","250","1346","261","1437","04-09-2022 10:00:05"
"01012","922","923","220","186","1223","216","950","173","722","04-09-2022 10:00:05"
"01013","719","726","184","128","923","210","818","96","531","04-09-2022 10:00:05"
"01014","996","838","176","198","1239","221","968","132","734","04-09-2022 10:00:05"
"01015","1144","1126","292","212","1509","257","1065","191","1014","04-09-2022 10:00:05"
"01016","1020","1052","260","208","1390","214","959","172","941","04-09-2022 10:00:05"
"01017","1233","1235","304","295","1628","241","1113","201","1154","04-09-2022 10:00:05"
"01018","759","733","166","171","939","216","803","133","556","04-09-2022 10:00:05"
"01019","1405","1227","305","246","1799","282","1215","298","1119","04-09-2022 10:00:05"
"01020","1056","1153","150","202","1490","367","1213","391","605","04-09-2022 10:00:05"
"01021","1022","1050","148","197","1436","291","1114","333","625","04-09-2022 10:00:05"
"01022","965","760","87","247","1169","222","734","257","734","04-09-2022 10:00:05"
"01023","964","989","131","201","1347","274","1056","369","528","04-09-2022 10:00:05"
"01025","671","637","97","137","920","154","634","313","361","04-09-2022 10:00:05"
"01026","7753","2426","662","1065","7961","491","1799","526","7854","04-09-2022 10:00:05"
"01027","700","760","112","160","982","206","756","282","422","04-09-2022 10:00:05"
"01028","940","964","137","216","1329","222","902","436","566","04-09-2022 10:00:05"
"01029","680","715","92","183","976","144","584","315","496","04-09-2022 10:00:05"
"01030","1253","1165","201","293","1570","354","1270","403","745","04-09-2022 10:00:05"
"01031","840","731","146","133","1117","175","683","326","562","04-09-2022 10:00:05"
"01032","877","850","83","119","1240","285","946","342","439","04-09-2022 10:00:05"
"01033","544","479","78","67","724","154","546","217","260","04-09-2022 10:00:05"
"01034","471","441","52","72","651","137","486","205","221","04-09-2022 10:00:05"
"01035","554","577","64","92","806","169","617","243","271","04-09-2022 10:00:05"
"01036","539","609","110","99","713","226","855","134","159","04-09-2022 10:00:05"
"01037","601","673","86","105","815","268","875","185","214","04-09-2022 10:00:05"
"01038","719","705","97","105","1046","176","685","337","402","04-09-2022 10:00:05"
"01039","660","663","89","127","893","214","801","205","317","04-09-2022 10:00:05"
"01040","542","529","86","89","697","199","569","214","288","04-09-2022 10:00:05"
"01041","676","738","100","101","1067","146","688","308","418","04-09-2022 10:00:05"
"01042","826","940","159","148","1006","453","1316","195","255","04-09-2022 10:00:05"
"01043","836","822","167","138","1156","197","926","308","424","04-09-2022 10:00:05"
"01044","680","748","129","134","974","191","832","272","324","04-09-2022 10:00:05"
"01045","954","958","101","157","1426","228","925","477","510","04-09-2022 10:00:05"
"01046","924","838","119","186","1253","204","797","399","566","04-09-2022 10:00:05"
"01047","823","874","119","143","1183","252","898","336","463","04-09-2022 10:00:05"
"01048","996","1023","213","196","1372","238","1093","339","587","04-09-2022 10:00:05"
"01049","717","765","179","160","944","199","760","266","456","04-09-2022 10:00:05"
"01050","780","762","113","133","1077","219","795","301","446","04-09-2022 10:00:05"
"01051","879","830","155","138","1256","160","869","310","530","04-09-2022 10:00:05"
"01052","1166","1215","224","261","1573","323","1381","454","546","04-09-2022 10:00:05"
"01053","861","956","138","155","1198","326","1092","318","407","04-09-2022 10:00:05"
"01054","611","614","85","95","877","168","640","246","339","04-09-2022 10:00:05"
"01055","622","655","146","82","729","320","895","185","197","04-09-2022 10:00:05"
"02001","625","721","147","127","784","288","915","153","278","04-09-2022 10:00:05"
"02002","2370","2039","442","474","2949","544","1762","287","2360","04-09-2022 10:00:05"
"02003","503","641","87","137","573","347","933","99","112","04-09-2022 10:00:05"
"02004","738","768","159","133","926","288","1015","187","304","04-09-2022 10:00:05"
"02005","935","1081","210","161","1110","535","1588","151","277","04-09-2022 10:00:05"
"02006","759","866","186","134","914","391","1159","183","283","04-09-2022 10:00:05"
"02007","569","660","94","88","711","336","904","162","163","04-09-2022 10:00:05"
"02008","914","1002","219","180","1103","414","1424","210","282","04-09-2022 10:00:05"
"02009","838","932","203","138","1060","369","1274","184","312","04-09-2022 10:00:05"
"02010","575","637","141","105","677","289","923","117","172","04-09-2022 10:00:05"
"02011","549","574","89","90","663","281","883","107","133","04-09-2022 10:00:05"
"02012","762","804","155","150","891","370","1146","150","270","04-09-2022 10:00:05"
"02013","559","580","114","107","728","190","797","126","216","04-09-2022 10:00:05"
"02014","667","685","139","119","899","195","941","165","246","04-09-2022 10:00:05"
"02015","765","818","177","141","940","325","1099","166","318","04-09-2022 10:00:05"
"02016","855","989","187","150","1083","424","1414","196","234","04-09-2022 10:00:05"
"02017","898","1045","198","191","1174","380","1465","163","315","04-09-2022 10:00:05"
"02018","844","981","187","195","957","486","1415","138","272","04-09-2022 10:00:05"
"02019","936","1060","216","159","1168","453","1496","198","302","04-09-2022 10:00:05"
"02020","743","805","128","151","1041","228","947","257","344","04-09-2022 10:00:05"
"02021","707","798","152","98","922","333","1096","151","258","04-09-2022 10:00:05"
"02022","644","671","128","145","774","268","984","85","246","04-09-2022 10:00:05"
"02023","470","586","72","91","616","277","886","63","107","04-09-2022 10:00:05"
"02024","518","616","95","77","743","219","775","104","255","04-09-2022 10:00:05"
"02025","542","601","111","93","676","263","850","137","156","04-09-2022 10:00:05"
"02026","927","1162","199","205","1218","467","1581","135","373","04-09-2022 10:00:05"
"02027","973","1097","221","163","1198","488","1574","143","353","04-09-2022 10:00:05"
"02028","927","1110","179","177","1213","468","1535","159","343","04-09-2022 10:00:05"
"02029","550","664","124","103","699","288","977","82","155","04-09-2022 10:00:05"
"02030","647","725","160","122","839","251","974","107","291","04-09-2022 10:00:05"
"02031","457","562","111","93","522","293","846","65","108","04-09-2022 10:00:05"
"02032","507","677","103","87","642","352","926","105","153","04-09-2022 10:00:05"
"02033","534","626","104","105","694","257","873","105","182","04-09-2022 10:00:05"
"02034","511","657","83","98","712","275","788","127","253","04-09-2022 10:00:05"
"02035","572","683","102","99","710","344","990","92","173","04-09-2022 10:00:05"
"02036","555","650","125","100","674","306","973","90","142","04-09-2022 10:00:05"
"02037","560","621","91","106","676","308","976","81","124","04-09-2022 10:00:05"
"02038","717","826","113","175","962","293","1254","82","207","04-09-2022 10:00:05"
"02039","776","988","157","174","1078","355","1290","147","327","04-09-2022 10:00:05"
"02040","815","902","158","148","1106","305","1176","183","358","04-09-2022 10:00:05"
"02041","736","940","142","127","964","443","1254","125","297","04-09-2022 10:00:05"
"02042","772","911","154","134","896","499","1383","91","209","04-09-2022 10:00:05"
"02043","701","775","179","104","872","321","1183","94","199","04-09-2022 10:00:05"
"02044","581","703","144","104","709","327","943","100","241","04-09-2022 10:00:05"
"02045","541","612","111","105","651","286","926","69","158","04-09-2022 10:00:05"
"02046","902","1077","230","175","1194","380","1467","135","377","04-09-2022 10:00:05"
"02047","908","1056","218","191","1088","467","1487","118","359","04-09-2022 10:00:05"
"02048","584","715","129","131","783","256","874","138","287","04-09-2022 10:00:05"
"02049","912","1099","184","135","1233","459","1351","199","461","04-09-2022 10:00:05"
"02050","720","895","128","118","1035","334","1140","161","314","04-09-2022 10:00:05"
"02051","866","1008","162","165","1162","385","1223","208","443","04-09-2022 10:00:05"
"02052","816","958","164","163","1108","339","1254","181","339","04-09-2022 10:00:05"
"02053","895","995","157","181","1197","355","1327","204","359","04-09-2022 10:00:05"
"02054","899","1028","232","132","1128","435","1447","176","304","04-09-2022 10:00:05"
"02055","852","978","179","150","1099","402","1402","172","256","04-09-2022 10:00:05"
"02056","692","832","164","118","947","295","1058","217","249","04-09-2022 10:00:05"
"02057","615","671","161","124","690","311","1017","151","118","04-09-2022 10:00:05"
"02058","659","719","162","113","761","342","1119","120","139","04-09-2022 10:00:05"
"02059","778","932","178","167","963","402","1275","165","270","04-09-2022 10:00:05"
"02060","722","912","205","151","900","378","1244","156","234","04-09-2022 10:00:05"
"02061","602","742","116","143","831","254","971","148","225","04-09-2022 10:00:05"
"02062","749","801","179","142","951","278","1120","239","191","04-09-2022 10:00:05"
"02063","465","693","116","110","574","358","912","128","118","04-09-2022 10:00:05"
"02064","602","700","155","118","708","321","983","153","166","04-09-2022 10:00:05"
"02065","858","980","207","138","1170","323","1307","248","283","04-09-2022 10:00:05"
"02066","812","964","180","141","993","462","1395","144","237","04-09-2022 10:00:05"
"02067","765","869","177","131","1052","274","1120","215","299","04-09-2022 10:00:05"
"02068","772","868","193","117","977","353","1198","222","220","04-09-2022 10:00:05"
"02069","618","750","161","119","773","315","1032","143","193","04-09-2022 10:00:05"
"02070","581","676","115","141","736","265","922","144","191","04-09-2022 10:00:05"
"02071","792","842","179","152","957","346","1257","198","179","04-09-2022 10:00:05"
"02072","609","612","136","125","689","271","933","134","154","04-09-2022 10:00:05"
"02073","784","872","167","156","1019","314","1163","229","264","04-09-2022 10:00:05"
"02074","646","629","145","129","777","224","834","190","251","04-09-2022 10:00:05"
"02075","595","632","113","130","740","244","828","228","171","04-09-2022 10:00:05"
"02076","783","866","169","199","961","320","1136","223","290","04-09-2022 10:00:05"
"02077","872","858","152","182","1092","304","979","292","459","04-09-2022 10:00:05"
"02078","657","757","122","178","818","296","896","176","342","04-09-2022 10:00:05"
"02079","728","757","151","174","876","284","909","205","371","04-09-2022 10:00:05"
"02080","775","821","168","153","924","351","1061","210","325","04-09-2022 10:00:05"
"02081","995","1146","199","214","1251","477","1476","292","373","04-09-2022 10:00:05"
"02082","432","502","79","85","552","218","650","151","133","04-09-2022 10:00:05"
"02083","898","1024","189","244","1101","388","1311","268","343","04-09-2022 10:00:05"
"02084","920","1125","177","205","1265","398","1479","226","340","04-09-2022 10:00:05"
"02085","631","809","135","141","880","284","1009","172","259","04-09-2022 10:00:05"
"02086","614","772","155","159","823","249","1047","142","197","04-09-2022 10:00:05"
"02087","621","782","138","135","822","308","1090","126","187","04-09-2022 10:00:05"
"02088","810","899","139","173","1037","360","1241","198","270","04-09-2022 10:00:05"
"02089","840","932","148","179","1122","323","1269","234","269","04-09-2022 10:00:05"
"02090","793","901","143","150","1079","322","1154","222","318","04-09-2022 10:00:05"
"02091","1468","1049","141","229","1824","323","1282","281","954","04-09-2022 10:00:05"
"02092","850","874","130","151","1123","320","1127","253","344","04-09-2022 10:00:05"
"02093","817","851","130","175","982","381","1189","186","293","04-09-2022 10:00:05"
"02094","707","776","111","110","911","351","1050","153","280","04-09-2022 10:00:05"
"02095","765","779","117","155","966","306","1105","162","277","04-09-2022 10:00:05"
"02096","672","733","112","109","856","328","982","173","250","04-09-2022 10:00:05"
"02097","511","593","104","101","695","204","784","108","212","04-09-2022 10:00:05"
"02098","683","765","107","118","948","275","1029","164","255","04-09-2022 10:00:05"
"02099","749","833","159","156","979","288","1192","154","236","04-09-2022 10:00:05"
"02100","609","681","90","86","780","334","1038","100","152","04-09-2022 10:00:05"
"02101","1005","1194","229","183","1263","524","1614","199","386","04-09-2022 10:00:05"
"02102","612","771","142","133","765","343","1170","89","124","04-09-2022 10:00:05"
"02103","767","910","148","135","1072","322","1172","192","313","04-09-2022 10:00:05"
"02104","531","633","121","94","632","317","943","63","158","04-09-2022 10:00:05"
"02105","926","1124","198","196","1231","425","1487","215","348","04-09-2022 10:00:05"
"02106","656","781","178","126","809","324","1087","138","212","04-09-2022 10:00:05"
"02107","747","881","184","165","865","414","1335","123","170","04-09-2022 10:00:05"
"02108","729","890","189","146","847","437","1314","98","207","04-09-2022 10:00:05"
"02109","956","1161","240","222","1129","526","1721","145","251","04-09-2022 10:00:05"
"02110","860","1004","218","149","1137","360","1422","156","286","04-09-2022 10:00:05"
"02111","876","1007","216","143","1117","407","1431","147","305","04-09-2022 10:00:05"
"02112","615","722","139","117","673","408","1108","82","147","04-09-2022 10:00:05"
"02113","1056","1155","297","180","1146","588","1816","121","274","04-09-2022 10:00:05"
"02114","787","929","166","146","927","477","1366","118","232","04-09-2022 10:00:05"
"02115","620","744","137","137","791","299","1044","88","232","04-09-2022 10:00:05"
"02116","452","527","118","92","520","249","879","20","80","04-09-2022 10:00:05"
"02117","542","683","153","96","622","354","958","78","189","04-09-2022 10:00:05"
"02118","666","778","140","114","884","306","1155","94","195","04-09-2022 10:00:05"
"02119","620","661","137","86","711","347","1078","69","134","04-09-2022 10:00:05"
"02120","560","603","90","89","667","317","961","73","129","04-09-2022 10:00:05"
"02121","592","679","134","117","722","298","1006","68","197","04-09-2022 10:00:05"
"02122","474","573","99","69","554","325","871","66","110","04-09-2022 10:00:05"
"02123","526","590","101","78","677","260","863","105","148","04-09-2022 10:00:05"
"02124","497","600","121","82","569","325","944","48","105","04-09-2022 10:00:05"
"02125","734","916","149","132","896","473","1366","79","205","04-09-2022 10:00:05"
"02126","658","777","132","125","766","412","1215","74","146","04-09-2022 10:00:05"
"02127","555","652","127","86","754","240","872","111","224","04-09-2022 10:00:05"
"02128","603","703","130","97","800","279","942","95","269","04-09-2022 10:00:05"
"02129","701","838","130","133","882","394","1223","86","230","04-09-2022 10:00:05"
"02130","515","591","128","90","524","364","1012","36","58","04-09-2022 10:00:05"
"02131","520","610","117","86","640","287","849","72","209","04-09-2022 10:00:05"
"02132","496","513","85","63","575","286","821","54","134","04-09-2022 10:00:05"
"02133","375","466","79","62","400","300","732","30","79","04-09-2022 10:00:05"
"02134","718","773","129","108","844","410","1165","103","223","04-09-2022 10:00:05"
"02135","963","1120","194","165","1319","405","1560","180","343","04-09-2022 10:00:05"
"02136","418","486","73","81","512","238","720","56","128","04-09-2022 10:00:05"
"02137","679","775","116","123","942","273","1021","151","282","04-09-2022 10:00:05"
"02138","914","1035","212","197","1071","469","1553","135","261","04-09-2022 10:00:05"
"02139","814","883","143","130","1114","310","1178","187","332","04-09-2022 10:00:05"
"02140","902","996","181","152","1144","421","1474","147","277","04-09-2022 10:00:05"
"02141","558","648","118","133","662","293","912","60","234","04-09-2022 10:00:05"
"02142","966","1022","179","183","1254","372","1452","146","390","04-09-2022 10:00:05"
"02143","740","761","150","145","920","286","1076","170","255","04-09-2022 10:00:05"
"02144","696","786","136","122","927","297","1066","151","265","04-09-2022 10:00:05"
"02145","620","612","116","100","780","236","867","117","248","04-09-2022 10:00:05"
"02146","538","651","99","84","727","279","884","94","211","04-09-2022 10:00:05"
"02147","1000","1108","198","205","1260","445","1604","163","341","04-09-2022 10:00:05"
"02148","713","833","163","107","905","371","1200","130","216","04-09-2022 10:00:05"
"02149","880","938","203","152","1133","330","1331","166","321","04-09-2022 10:00:05"
"02150","771","810","146","147","975","313","1101","121","359","04-09-2022 10:00:05"
"02151","704","816","153","128","950","289","1099","136","285","04-09-2022 10:00:05"
"02152","596","679","97","98","678","402","981","95","199","04-09-2022 10:00:05"
"02153","625","731","144","100","742","370","1093","90","173","04-09-2022 10:00:05"
"02154","490","562","91","75","676","210","683","114","255","04-09-2022 10:00:05"
"02155","847","980","180","154","1041","452","1434","111","282","04-09-2022 10:00:05"
"02156","611","686","116","81","721","379","1037","91","169","04-09-2022 10:00:05"
"02157","572","664","147","108","696","285","922","108","206","04-09-2022 10:00:05"
"02158","773","841","162","109","946","397","1253","114","247","04-09-2022 10:00:05"
"02159","950","1013","233","162","1173","395","1437","164","362","04-09-2022 10:00:05"
"02160","964","1022","182","176","1197","431","1516","164","306","04-09-2022 10:00:05"
"02161","558","589","111","111","704","221","839","117","191","04-09-2022 10:00:05"
"02162","673","736","131","120","842","316","1038","112","259","04-09-2022 10:00:05"
"02163","859","928","162","154","1089","382","1332","157","298","04-09-2022 10:00:05"
"02164","755","770","130","142","991","262","1000","177","348","04-09-2022 10:00:05"
"02165","816","868","161","124","1070","329","1220","169","295","04-09-2022 10:00:05"
"02166","1017","1105","198","173","1362","389","1470","210","442","04-09-2022 10:00:05"
"02167","1030","1100","237","197","1201","495","1670","149","311","04-09-2022 10:00:05"
"02168","1036","1202","238","150","1398","452","1643","163","432","04-09-2022 10:00:05"
"02169","732","780","150","108","960","294","1125","143","244","04-09-2022 10:00:05"
"02170","726","812","146","137","912","343","1170","117","251","04-09-2022 10:00:05"
"02171","790","828","170","121","966","361","1138","114","366","04-09-2022 10:00:05"
"02172","704","788","150","98","982","262","1089","146","257","04-09-2022 10:00:05"
"02173","735","802","141","117","956","323","1136","135","266","04-09-2022 10:00:05"
"03001","803","906","184","138","992","395","1236","148","325","04-09-2022 10:00:05"
"03002","953","962","194","151","1232","338","1344","196","375","04-09-2022 10:00:05"
"03003","807","832","173","155","1051","260","1055","141","443","04-09-2022 10:00:05"
"03004","708","797","154","115","924","312","1112","137","256","04-09-2022 10:00:05"
"03005","581","607","130","73","713","272","836","111","241","04-09-2022 10:00:05"
"03006","708","692","164","113","933","190","928","159","313","04-09-2022 10:00:05"
"03007","801","866","171","172","1011","313","1138","154","375","04-09-2022 10:00:05"
"03008","559","592","130","94","732","195","774","111","266","04-09-2022 10:00:05"
"03009","571","620","108","104","732","247","846","102","243","04-09-2022 10:00:05"
"03010","928","870","172","193","1182","251","1112","178","508","04-09-2022 10:00:05"
"03011","871","872","206","153","1170","214","1015","201","527","04-09-2022 10:00:05"
"03012","965","1045","176","188","1346","300","1250","238","522","04-09-2022 10:00:05"
"03013","869","833","176","162","1175","189","1003","229","470","04-09-2022 10:00:05"
"03014","888","855","175","154","1181","233","1035","210","498","04-09-2022 10:00:05"
"03015","1421","1464","334","263","1880","408","1790","346","749","04-09-2022 10:00:05"
"03016","584","638","129","132","789","172","726","131","365","04-09-2022 10:00:05"
"03017","804","781","157","158","1071","199","901","194","490","04-09-2022 10:00:05"
"03018","847","819","174","163","1017","312","1135","149","382","04-09-2022 10:00:05"
"03019","715","762","165","136","941","235","943","136","398","04-09-2022 10:00:05"
"03020","617","584","110","86","693","312","890","121","190","04-09-2022 10:00:05"
"03021","510","558","99","84","573","312","838","69","161","04-09-2022 10:00:05"
"03022","677","689","138","121","820","287","999","112","255","04-09-2022 10:00:05"
"03023","897","948","218","153","1184","290","1239","186","420","04-09-2022 10:00:05"
"03024","990","994","227","181","1331","245","1318","250","416","04-09-2022 10:00:05"
"03025","811","800","244","135","994","238","1362","54","195","04-09-2022 10:00:05"
"03026","480","520","113","76","475","336","866","19","115","04-09-2022 10:00:05"
"03027","827","901","163","252","941","372","1507","56","165","04-09-2022 10:00:05"
"03028","1272","1332","409","330","1487","378","2092","79","433","04-09-2022 10:00:05"
"03029","610","656","139","123","758","246","1115","39","112","04-09-2022 10:00:05"
"03030","722","843","151","148","929","337","1289","70","206","04-09-2022 10:00:05"
"03031","1156","1207","269","238","1229","627","2073","43","247","04-09-2022 10:00:05"
"03032","833","889","266","167","959","330","1392","70","260","04-09-2022 10:00:05"
"03033","720","725","206","148","817","274","1034","38","373","04-09-2022 10:00:05"
"03034","709","776","145","151","860","329","1222","43","220","04-09-2022 10:00:05"
"03035","1104","1189","217","210","1262","604","1924","49","320","04-09-2022 10:00:05"
"03036","1113","1237","270","254","1337","489","1963","97","290","04-09-2022 10:00:05"
"03037","479","514","71","113","623","186","893","21","79","04-09-2022 10:00:05"
"03038","458","493","141","109","491","210","870","12","69","04-09-2022 10:00:05"
"03039","1204","1310","399","269","1430","416","1940","64","510","04-09-2022 10:00:05"
"03040","993","776","111","450","757","451","1233","68","468","04-09-2022 10:00:05"
"03041","693","741","143","140","849","302","1111","68","255","04-09-2022 10:00:05"
"03042","693","671","106","144","838","276","1022","107","235","04-09-2022 10:00:05"
"03043","738","829","131","137","876","423","1173","106","288","04-09-2022 10:00:05"
"03044","923","975","193","168","1180","357","1358","130","410","04-09-2022 10:00:05"
"03045","545","560","126","87","688","204","834","109","162","04-09-2022 10:00:05"
"03046","649","762","111","98","769","433","1167","89","155","04-09-2022 10:00:05"
"03047","849","919","160","178","1113","317","1302","148","318","04-09-2022 10:00:05"
"03048","625","723","113","109","769","357","1038","77","233","04-09-2022 10:00:05"
"03049","768","875","170","116","979","378","1207","136","300","04-09-2022 10:00:05"
"03050","794","801","164","102","1029","300","1178","139","278","04-09-2022 10:00:05"
"03051","937","947","237","202","1189","256","1315","139","430","04-09-2022 10:00:05"
"03052","631","737","164","132","866","206","947","115","306","04-09-2022 10:00:05"
"03053","1036","1140","265","184","1378","349","1480","178","518","04-09-2022 10:00:05"
"03054","797","859","147","134","951","424","1276","104","276","04-09-2022 10:00:05"
"03055","741","830","156","106","962","347","1182","112","277","04-09-2022 10:00:05"
"03056","437","503","88","77","534","241","695","60","185","04-09-2022 10:00:05"
"03057","706","770","136","102","818","420","1248","77","151","04-09-2022 10:00:05"
"03058","818","976","233","146","1028","387","1512","107","175","04-09-2022 10:00:05"
"03059","542","607","132","87","658","272","951","52","146","04-09-2022 10:00:05"
"03060","664","696","133","118","746","363","1191","37","132","04-09-2022 10:00:05"
"03061","520","611","115","81","673","262","884","66","181","04-09-2022 10:00:05"
"03062","745","845","181","138","938","333","1315","72","203","04-09-2022 10:00:05"
"03063","958","1024","373","162","1168","279","1607","97","278","04-09-2022 10:00:05"
"03064","636","706","150","132","782","278","1054","76","212","04-09-2022 10:00:05"
"03065","630","703","114","122","761","336","1202","28","103","04-09-2022 10:00:05"
"03066","1137","1219","261","261","1342","492","1966","79","311","04-09-2022 10:00:05"
"03067","799","935","196","138","943","457","1450","42","242","04-09-2022 10:00:05"
"03068","534","626","118","83","631","328","937","38","185","04-09-2022 10:00:05"
"03069","589","607","120","98","657","321","1000","27","169","04-09-2022 10:00:05"
"03070","626","670","123","123","730","320","994","51","251","04-09-2022 10:00:05"
"03071","642","714","154","118","828","256","1028","86","242","04-09-2022 10:00:05"
"03072","635","711","146","106","799","295","1062","52","232","04-09-2022 10:00:05"
"03073","765","819","155","127","908","394","1304","56","224","04-09-2022 10:00:05"
"03074","823","969","196","159","1015","422","1445","75","272","04-09-2022 10:00:05"
"03075","823","915","199","173","983","383","1334","66","338","04-09-2022 10:00:05"
"03076","501","557","105","75","574","304","853","38","167","04-09-2022 10:00:05"
"03077","615","736","128","133","770","320","1072","51","228","04-09-2022 10:00:05"
"03078","819","896","178","165","1055","317","1226","97","392","04-09-2022 10:00:05"
"03079","849","977","206","175","1122","323","1295","75","456","04-09-2022 10:00:05"
"03080","699","856","146","133","885","391","1239","53","263","04-09-2022 10:00:05"
"03081","881","1021","184","204","1055","459","1473","55","374","04-09-2022 10:00:05"
"03082","855","1012","186","173","1086","422","1509","62","296","04-09-2022 10:00:05"
"03083","649","718","144","97","781","345","1146","30","191","04-09-2022 10:00:05"
"03084","621","764","134","123","697","431","1209","42","134","04-09-2022 10:00:05"
"03085","598","685","153","83","748","299","1041","58","184","04-09-2022 10:00:05"
"03086","593","641","113","100","625","396","1095","37","102","04-09-2022 10:00:05"
"03087","684","792","164","133","772","407","1251","35","190","04-09-2022 10:00:05"
"03088","654","744","158","117","756","367","1138","73","187","04-09-2022 10:00:05"
"03089","563","662","127","88","654","356","1067","64","94","04-09-2022 10:00:05"
"03090","450","529","84","105","549","241","860","34","85","04-09-2022 10:00:05"
"03091","735","769","156","159","922","267","1174","81","249","04-09-2022 10:00:05"
"03092","585","633","139","105","733","241","963","77","178","04-09-2022 10:00:05"
"03093","672","790","128","147","819","368","1279","39","144","04-09-2022 10:00:05"
"03094","555","655","131","109","688","282","1018","56","136","04-09-2022 10:00:05"
"03095","757","832","162","122","978","327","1259","88","242","04-09-2022 10:00:05"
"03096","721","854","175","142","1008","250","1204","98","273","04-09-2022 10:00:05"
"03097","740","865","196","130","1080","199","1101","101","403","04-09-2022 10:00:05"
"03098","720","714","169","126","903","236","1069","85","280","04-09-2022 10:00:05"
"03099","435","551","117","78","628","163","796","64","126","04-09-2022 10:00:05"
"03100","562","706","150","94","760","264","962","102","204","04-09-2022 10:00:05"
"03101","3017","2253","642","561","3588","479","1971","324","2975","04-09-2022 10:00:05"
"03102","632","703","160","109","790","276","1027","63","245","04-09-2022 10:00:05"
"03103","513","614","120","67","572","368","985","39","103","04-09-2022 10:00:05"
"03104","664","768","143","120","921","248","1066","110","256","04-09-2022 10:00:05"
"03105","548","647","133","100","745","217","873","86","236","04-09-2022 10:00:05"
"03106","603","681","140","106","834","204","943","115","226","04-09-2022 10:00:05"
"03107","825","838","178","187","936","362","1254","77","332","04-09-2022 10:00:05"
"03108","754","840","192","138","965","299","1250","86","258","04-09-2022 10:00:05"
"03109","715","782","172","118","946","261","1204","99","194","04-09-2022 10:00:05"
"03110","667","791","155","114","891","298","1153","117","188","04-09-2022 10:00:05"
"03111","584","709","153","103","779","258","1039","75","179","04-09-2022 10:00:05"
"03112","865","998","208","142","1068","445","1531","87","245","04-09-2022 10:00:05"
"03113","732","831","154","143","836","430","1274","97","192","04-09-2022 10:00:05"
"03114","696","806","141","147","811","403","1240","79","183","04-09-2022 10:00:05"
"03211","731","783","144","194","922","254","1270","29","215","04-09-2022 10:00:05"
"03212","1132","1293","272","222","1290","641","1864","82","479","04-09-2022 10:00:05"
"03213","1124","1199","275","282","1377","389","1727","76","520","04-09-2022 10:00:05"
"04001","628","667","153","113","746","283","1003","67","225","04-09-2022 10:00:05"
"04002","899","990","224","164","1004","497","1638","86","165","04-09-2022 10:00:05"
"04003","506","547","108","87","551","307","903","43","107","04-09-2022 10:00:05"
"04004","500","519","104","77","577","261","868","33","118","04-09-2022 10:00:05"
"04005","576","656","131","105","650","346","1073","53","106","04-09-2022 10:00:05"
"04006","524","603","134","85","591","317","965","42","120","04-09-2022 10:00:05"
"04007","454","576","111","69","541","309","871","35","124","04-09-2022 10:00:05"
"04008","473","543","118","71","570","257","832","45","139","04-09-2022 10:00:05"
"04009","670","775","161","107","827","350","1183","69","193","04-09-2022 10:00:05"
"04010","406","488","104","101","449","240","785","33","76","04-09-2022 10:00:05"
"04011","806","933","232","170","791","546","1517","67","155","04-09-2022 10:00:05"
"04012","618","698","132","83","676","425","1174","36","106","04-09-2022 10:00:05"
"04013","557","652","127","111","617","354","1052","46","111","04-09-2022 10:00:05"
"04014","354","423","80","74","372","251","688","25","64","04-09-2022 10:00:05"
"04015","850","1040","206","151","1062","471","1625","83","182","04-09-2022 10:00:05"
"04016","509","567","121","72","570","313","928","44","104","04-09-2022 10:00:05"
"04017","531","652","163","83","595","342","1019","70","94","04-09-2022 10:00:05"
"04018","677","829","165","162","780","399","1276","85","145","04-09-2022 10:00:05"
"04019","647","720","165","175","694","333","1170","69","128","04-09-2022 10:00:05"
"04020","684","789","189","166","755","363","1281","65","127","04-09-2022 10:00:05"
"04021","599","715","166","122","683","343","1121","67","126","04-09-2022 10:00:05"
"04022","792","850","172","176","885","409","1281","93","268","04-09-2022 10:00:05"
"04023","519","575","150","135","523","286","927","40","127","04-09-2022 10:00:05"
"04024","470","547","133","103","474","307","948","19","50","04-09-2022 10:00:05"
"04025","524","622","141","113","641","251","1025","58","63","04-09-2022 10:00:05"
"04026","551","659","150","86","643","331","1039","67","104","04-09-2022 10:00:05"
"04027","605","717","181","111","750","280","1046","97","179","04-09-2022 10:00:05"
"04028","628","689","177","92","686","362","1076","77","164","04-09-2022 10:00:05"
